The Latest: ‘It’s Very Intimidating’,"<p>Marie Yovanovitch, who was ousted as the ambassador to Ukraine on President Trump’s orders, came before the House Intelligence Committee on the second day of public hearings in the impeachment inquiry. At the very moment she was testifying about feeling threatened by the president, the president was tweeting about her.</p><p><em>“The Latest” is a new series on the impeachment inquiry, from the team behind “The Daily.” You can find more information about it&nbsp;</em><a href=""https://www.nytimes.com/2019/11/15/podcasts/the-latest-marie-yovanovitch-impeachment.html"" target=""_blank""><em>here</em></a><em>.</em></p>","Fri, 15 Nov 2019 22:24:21 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/b985920e-4d45-4adc-a46a-4234b8473bfb.mp3']
Capitalism on Trial in Chile,"<p>Free-market economists once talked about “the miracle of Chile,” praising its policies as Latin America’s great economic success story. But recently, over a million people have flipped the script, taking to the streets and facing down a violent police response as they demand a reckoning on the promise of prosperity that never came.</p><p>Today, we explore how, in Chile, capitalism itself is now on trial.</p><p>Guest: <a href=""https://www.nytimes.com/by/amanda-taub"" target=""_blank"">Amanda Taub</a>, who explores the ideas and context behind major world events as a columnist for<a href=""https://www.nytimes.com/column/the-interpreter"" target=""_blank""> The Interpreter</a> at The New York Times, spoke with Annie Brown, a producer for “The Daily.” For more information on today’s episode, visit nytimes.com/thedaily.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>“It’s not 30 pesos, it’s 30 years.”<a href=""https://www.nytimes.com/2019/11/03/world/americas/chile-protests.html?smid=pc-thedaily"" target=""_blank""> Our correspondent went to Santiago</a>, the Chilean capital, to understand how a small hike in public transportation fares ignited mass protests.</li><li>After weeks of demonstrations, Chile’s president said<a href=""https://www.nytimes.com/2019/11/11/world/americas/chile-protests-new-constitution.html?smid=pc-thedaily"" target=""_blank""> he would support a new Constitution</a>. But for many, it was too little, too late.</li><li>Our correspondent went inside a trauma unit in Chile that’s responding to “an epidemic” of protesters who have been shot in the eye by police pellet guns. Watch the video below.</li></ul>","Fri, 15 Nov 2019 10:50:25 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/ba61cdea-e60f-449a-be29-4c5a2b50cc4a.mp3']
The Latest: A New Word for What Trump Did,"<p>We’ve been hearing a lot about the “quid pro quo.” But this week, Democrats started using a new term, one that shows up in the impeachment clause of the Constitution, to describe President Trump’s actions toward Ukraine. Republicans started using it, too — to reject it.</p><p><em>“The Latest” is a new series on the impeachment inquiry, from the team behind “The Daily.” You can find more information about it </em><a href=""https://www.nytimes.com/2019/11/14/podcasts/the-latest-impeachment-bribery.html"" target=""_blank""><em>here</em></a><em>.</em></p>","Thu, 14 Nov 2019 22:51:53 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/eed7d373-cf8d-4b37-9f43-5053da8267db.mp3']
"A Public Hearing, and a Feud Over Ukraine","<p>The House of Representatives opened historic impeachment hearings on Wednesday, with William B. Taylor Jr. and George P. Kent, senior career civil servants, caught in the crossfire. Democrats underscored the constitutional import of the proceedings, while Republicans branded the whole investigation into President Trump’s dealings with Ukraine a sham. Mr. Taylor and Mr. Kent — carefully, if cinematically — detailed the emergence of a shadow foreign policy, one which had the capacity to determine the fate of an ally in the face of Russian aggression.&nbsp;</p><p>We discuss what this phase of the impeachment inquiry could mean for the president — and for the 2020 election.</p><p>Guest: <a href=""https://www.nytimes.com/by/michael-s-schmidt?smid=pc-thedaily"" target=""_blank"">Michael S. Schmidt</a>, who covers national security and federal investigations for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>Mr. Taylor said that,<a href=""https://www.nytimes.com/2019/11/13/us/politics/impeachment-hearing-day-1.html?smid=pc-thedaily"" target=""_blank""> in a call with Gordon D. Sondland</a>, the American ambassador to the European Union, President Trump had made clear he cared “more about the investigations of Biden” than Ukraine’s security.</li><li>Here are<a href=""https://www.nytimes.com/2019/11/13/us/politics/impeachment-hearings.html?smid=pc-thedaily"" target=""_blank""> key moments</a> from the first public impeachment hearing.</li></ul>","Thu, 14 Nov 2019 10:55:01 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/7e5f6903-e1e3-48a0-bba5-7c9cb1eda79d.mp3']
The Latest: An Ideal Witness for the Democrats,"<p>On the first day of public hearings in the Trump impeachment inquiry, lawmakers questioned two diplomats, and laid out two competing narratives about the investigation. This is the first episode in our new series on the impeachment inquiry. For more information, visit&nbsp;<a href=""https://www.nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.</p>","Thu, 14 Nov 2019 02:36:09 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/5fe67a00-9416-4252-a90e-97f8469fa51f.mp3']
A Third Grader’s Guide to the Impeachment Hearings,"<p>This morning, the House of Representatives begins public hearings in the impeachment inquiry against President Trump. Before those hearings get underway, we sat down with someone who’s unafraid to ask all the questions we’ve been too embarrassed to say out loud.&nbsp;&nbsp;</p><p>Guests: <a href=""https://www.nytimes.com/by/michael-s-schmidt"" target=""_blank"">Michael S. Schmidt</a>, who covers national security and federal investigations for The New York Times, spoke with Bianca Giaever, a producer for “The Daily,” and Leo, a third grader, to answer his questions about the impeachment inquiry. For more information on today’s episode, visit nytimes.com/thedaily.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>In the first nationally televised hearings of the impeachment inquiry, Democrats will look to<a href=""https://www.nytimes.com/2019/11/12/us/politics/impeachment-strategy-republicans.html"" target=""_blank""> make the case</a> that Mr. Trump’s dealings with Ukraine constitute high crimes and misdemeanors.</li><li>These will be the first presidential impeachment hearings in more than two decades. Here’s how this inquiry is<a href=""https://www.nytimes.com/2019/11/12/us/politics/impeachment-clinton-trump.html?action=click&amp;module=Top%20Stories&amp;pgtype=Homepage"" target=""_blank""> likely to be different</a> than the last.</li><li><a href=""https://www.nytimes.com/interactive/2019/11/12/us/politics/impeachment-trump-congress.html?searchResultPosition=2"" target=""_blank"">Meet the public officials</a> likely to be most prominent in the inquiry.</li></ul>","Wed, 13 Nov 2019 10:52:58 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/3424c77b-725b-4578-bfaa-bfb903c4fdf4.mp3']
A Small Act of Rebellion,"<p>Today, the Supreme Court begins hearing arguments about whether the Trump administration acted legally when it tried to end Deferred Action for Childhood Arrivals. The Obama-era program known as DACA shields immigrants who were brought to the United States as children, known as Dreamers, from deportation.</p><p>In this episode, we explore why the outcome of the case may turn on a small act of rebellion by one of President Trump’s former cabinet members.&nbsp;</p><p>Guest: <a href=""https://www.nytimes.com/by/julie-hirschfeld-davis?smid=pc-thedaily"" target=""_blank"">Julie Hirschfeld Davis</a>, the congressional editor of The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>Elaine C. Duke, a former Acting Secretary of Homeland Security, refused to echo the White House’s policy justifications for ending DACA. Her decision led to a Supreme Court case<a href=""https://www.nytimes.com/2019/11/11/us/politics/supreme-court-dreamers-case.html?smid=pc-thedaily"" target=""_blank""> addressing presidential power over immigration</a>.</li><li>Meet two of<a href=""https://www.nytimes.com/interactive/2019/11/07/us/dreamers-daca-supreme-court.html?searchResultPosition=1?smid=pc-thedaily"" target=""_blank""> the nearly 700,000 Dreamers</a> whose families, homes and jobs may be affected by the justices’ ruling.&nbsp;</li></ul>","Tue, 12 Nov 2019 10:47:20 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/62e52f85-dd80-494c-9e60-451110c2a03f.mp3']
Why Military Assistance for Ukraine Matters,"<p>The question of whether President Trump leveraged military assistance to Ukraine for personal gain is at the heart of the impeachment inquiry. Today, we speak with our Ukraine correspondent on why that assistance was so important to Ukraine — and the United States — in the first place.</p><p>Guest: <a href=""https://www.nytimes.com/by/andrew-e-kramer?smid=pc-thedaily"" target=""_blank"">Andrew E. Kramer</a>, who covers Ukraine for The New York Times and is based in Moscow. For more information on today’s episode, visit nytimes.com/thedaily.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>Petro O. Poroshenko, who was Ukraine’s president until May, knew his country’s independence hinged on American support. So he<a href=""https://www.nytimes.com/2019/11/04/us/politics/poroshenko-trump-ukraine.html?searchResultPosition=3?smid=pc-thedaily"" target=""_blank""> waged a campaign</a> to win over President Trump.</li><li>As vice president, Joe Biden tried to press Ukraine’s leaders to clean up corruption and reform the energy industry.<a href=""https://www.nytimes.com/2019/11/10/us/politics/joe-biden-ukraine.html?smid=pc-thedaily"" target=""_blank""> The story of that effort</a> has been overtaken by his son’s work for a Ukrainian gas company.&nbsp;</li></ul>","Mon, 11 Nov 2019 10:55:30 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/0476f61f-8e86-4fae-ac2a-fcb0b08d2c53.mp3']
The Saga of Gordon Sondland,"<p>Gordon D. Sondland, the United States ambassador to the European Union, told impeachment investigators he knew “nothing” about a quid pro quo in Ukraine.&nbsp;</p><p>Now Mr. Sondland, a blunt-spoken hotelier, has changed tack. In a new four-page sworn statement released by the House, he confirmed his role in communicating President Trump’s demand that Ukraine investigate the Bidens in exchange for military aid.&nbsp;</p><p>Today, we discuss the road to Mr. Sondland’s sudden reversal, and what his new testimony means for the impeachment investigation.</p><p>Guest: <a href=""https://www.nytimes.com/by/michael-s-schmidt?smid=pc-thedaily"" target=""_blank"">Michael S. Schmidt</a>, a Washington correspondent for The Times who covers national security and federal investigations. For more information on today’s episode, visit nytimes.com/thedaily.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li><a href=""https://www.nytimes.com/2019/11/05/us/politics/impeachment-trump.html?smid=pc-thedaily"" target=""_blank"">Mr. Sondland’s reversal</a> offers a potentially critical piece of evidence to investigators trying to determine whether Mr. Trump abused his power.</li><li><a href=""https://www.nytimes.com/2019/11/06/arts/television/late-night-gordon-sondland.html"" target=""_blank"">Late-night show hosts mocked Mr. Sondland</a>, saying he had reversed his testimony after remembering “one important detail: that I don’t want to go to jail for perjury.”</li></ul>","Fri, 08 Nov 2019 10:51:00 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/1ee065d4-c21d-4b26-9c63-7307959b8419.mp3']
‘Because of Sex’,"<p>In 2013, Aimee Stephens watched her boss read a carefully worded letter.</p><p>“I have felt imprisoned in a body that does not match my mind. And this has caused me great despair and loneliness,” she had written. “With the support of my loving wife, I have decided to become the person that my mind already is.”</p><p>Ms. Stephens was fired after coming out as transgender. Now, she is the lead plaintiff in a Supreme Court case that will determine the employment rights of gay and transgender workers across the nation.&nbsp;</p><p>Guests: <a href=""https://www.nytimes.com/by/adam-liptak?smid=pc-thedaily"" target=""_blank"">Adam Liptak</a>, who covers the Supreme Court for The New York Times, and Aimee Stephens, the lead plaintiff in the transgender discrimination case heard by the Supreme Court. For more information on today’s episode, visit nytimes.com/thedaily.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li><a href=""https://www.nytimes.com/2019/10/08/us/politics/supreme-court-gay-transgender.html?smid=pc-thedaily"" target=""_blank"">The forthcoming Supreme Court ruling</a> hangs on justices’ interpretation of wording in the Civil Rights Act that prohibits employment discrimination “because of sex.”</li><li>The case came to the Supreme Court from a federal appeals court, which<a href=""https://www.nytimes.com/2018/03/24/us/politics/transgender-title-vii.html?smid=pc-thedaily"" target=""_blank""> found in favor of Ms. Stephens</a> last year.&nbsp;</li></ul>","Thu, 07 Nov 2019 10:50:53 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/26dec727-cfb6-461c-ade3-460ea3db3a90.mp3']
How Impeachment Consumed a Governor’s Race,"<p>Kentucky’s unpopular Republican governor, Matthew G. Bevin, was facing a losing battle. So he turned to President Trump, and a polarized political landscape, for help. Today, we look at why Tuesday’s race for governor in Kentucky is drawing outsized attention, what it may tell us about the politics of impeachment, and how a state race became a national test.&nbsp;</p><p>Guest: <a href=""https://www.nytimes.com/by/jonathan-martin?smid=pc-thedaily"" target=""_blank"">Jonathan Martin</a>, a national political correspondent for The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>Matthew G. Bevin, the incumbent governor in Kentucky, was deeply unpopular after<a href=""https://www.nytimes.com/2019/04/26/us/matt-bevin-kentucky-teacher.html?action=click&amp;module=RelatedLinks&amp;pgtype=Article?smid=pc-thedaily"" target=""_blank""> blaming striking teachers</a> for violence against children.</li><li><a href=""https://www.nytimes.com/2019/10/29/us/politics/matt-bevin-andy-beshear-kentucky-governor.html?smid=pc-thedaily"" target=""_blank"">Mr. Bevin pivoted away from his own agenda</a> to make the race for governor a referendum on national politics.</li><li>Andrew G. Beshear, Mr. Bevin’s Democratic challenger, has claimed victory, but Mr. Bevin has not conceded.<a href=""https://www.nytimes.com/interactive/2019/11/05/us/elections/results-kentucky-governor-general-election.html?smid=pc-thedaily"" target=""_blank""> Explore our map</a> of the results: A few thousand votes separate the candidates after all precincts reported.</li></ul>","Wed, 06 Nov 2019 10:54:01 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/2d05379b-562b-4417-b407-e4e51ad56ffe.mp3']
Who’s Actually Electable in 2020?,"<p>The New York Times and Siena College conducted a major new poll, tackling the biggest questions about the 2020 presidential race: How likely is President Trump to be re-elected and which Democrat is best positioned to defeat him?&nbsp;</p><p>The results reveal that the president remains highly competitive in the battleground states likeliest to decide his re-election, with Democratic candidates struggling to win back the support of white working-class voters who backed Mr. Trump in 2016.&nbsp;</p><p>The poll also presents a snapshot of how the top Democratic candidates might fare in the general election — a critical question for Democratic voters hoping to take back the White House.&nbsp;</p><p>Guest: <a href=""https://www.nytimes.com/by/nate-cohn?smid=pc-thedaily"" target=""_blank"">Nate Cohn</a>, a domestic correspondent for The Upshot at The New York Times. For more information on today’s episode, visit nytimes.com/thedaily.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>The new poll suggests Senator Elizabeth Warren might struggle with some battleground swing voters, and found evidence that<a href=""https://www.nytimes.com/2019/11/04/upshot/trump-biden-warren-polls.html"" target=""_blank""> both gender bias and ideological doubts</a> were hurting her.</li><li>The top Democratic presidential candidates are<a href=""https://www.nytimes.com/2019/11/01/us/politics/iowa-poll-warren-biden.html"" target=""_blank""> locked in a close race</a> in the Iowa caucuses, a key early test in the nomination race. But there, Ms. Warren currently has a slight edge.&nbsp;</li><li><a href=""https://www.nytimes.com/2019/05/06/us/politics/on-politics-2020-electability.html?smid=pc-thedaily"" target=""_blank"">Here are five theories</a> about what “electability” means in the 2020 race. </li></ul>","Tue, 05 Nov 2019 10:53:17 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/a39f965c-340d-445d-88ad-6df62d15fa38.mp3']
The Democratic Showdown in Iowa,"<p>In just three months, the first election of the Democratic presidential race will be held in Iowa.</p><p>Over the weekend, the party held its most important political event yet in the prelude to that vote — including a fabled annual dinner attended by almost every remaining candidate in the campaign. At this dinner in 2007, Barack Obama, then a senator, delivered a searing critique of Hillary Clinton’s electability, helping him pull ahead in the polls. Candidates this time around were hoping for a similar campaign-defining moment.</p><p>We traveled to Des Moines to find out how the candidates are trying to stand out in a crowded field and to try to discern who might have the political support, financial might and organizational prowess to become the nominee.</p><p>Guest: <a href=""https://www.nytimes.com/by/reid-j-epstein?smid=pc-thedaily"" target=""_blank"">Reid J. Epstein</a>, a campaigns and elections reporter for The Times based in Washington D.C.&nbsp;</p><p>Clare Toeniskoetter and Monika Evstatieva, producers for “The Daily,” who traveled to Des Moines to speak with campaign supporters.</p><p>For more information on today’s episode, visit nytimes.com/thedaily.&nbsp;</p><p>Background reading:&nbsp;</p><ul><li>With the Iowa caucuses fast approaching, the ideological debate has remained the same, but the key players have shifted, with Mayor Pete Buttigieg and Senator Elizabeth Warren<a href=""https://www.nytimes.com/2019/11/02/us/politics/Iowa-buttigieg-warren.html"" target=""_blank""> appearing to have gained momentum</a>.&nbsp;</li><li>The latest poll in Iowa suggested that Ms. Warren had seized much of Bernie Sanders’s youthful following. Here are<a href=""https://www.nytimes.com/2019/11/02/us/politics/iowa-poll-highlights.html"" target=""_blank""> five takeaways from the survey</a>.</li></ul>","Mon, 04 Nov 2019 10:58:21 -0000",['https://dts.podtrac.com/redirect.mp3/rss.art19.com/episodes/bac67ac8-1ceb-4466-9ebb-dc58f059d4b8.mp3']
